City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,st. albert,53.6334,-113.6353,5.14,33,40,3.09,CA,1742427865
354,seeb,23.6703,58.1891,22.05,37,0,1.03,OM,1742427866
355,gadzhiyevo,69.2551,33.3362,-6.72,88,99,9.89,RU,1742427867
356,minas de marcona,-15.2119,-75.1103,18.39,72,5,5.36,PE,1742427868
357,sao carlos,-22.0175,-47.8908,19.24,90,35,6.08,BR,1742427869
358,snowflake,34.5134,-110.0785,8.62,11,0,4.36,US,1742427871
359,kutum,14.2,24.6667,20.99,13,0,4.81,SD,1742427872
360,harstad,68.799,16.5293,-3.25,92,100,2.68,NO,1742427873
361,ulsteinvik,62.3432,5.8487,5.5,77,100,5.81,NO,1742427874
362,saint-philippe,-21.3585,55.7679,26.49,87,76,3.11,RE,1742427875
363,teknaf,20.8624,92.3058,22.7,97,43,1.61,BD,1742427876
364,tera,14.0078,0.7531,29.72,7,15,3.09,NE,1742427877
365,cartagena del chaira,1.3349,-74.8429,23.47,93,88,0.22,CO,1742427879
366,guanica,17.9716,-66.908,24.72,57,40,3.52,PR,1742427880
367,fuerte olimpo,-21.0415,-57.8738,27.55,49,15,1.91,PY,1742427881
368,pampa,35.5362,-100.9599,8.02,39,75,10.29,US,1742427882
369,guangming,45.3333,122.7833,7.31,36,65,6.24,CN,1742427883
370,cooma,-36.2333,149.1333,22.99,51,77,6.27,AU,1742427885
371,ilomantsi,62.6716,30.9328,-10.15,92,14,2.37,FI,1742427886
372,laminusa,5.5549,120.9136,27.66,77,82,2.97,PH,1742427887
373,ghat,24.9647,10.1728,26.85,19,65,1.74,LY,1742427888
374,tazovsky,67.4667,78.7,-19.16,100,95,3.6,RU,1742427889
375,sao bernardo,-3.3614,-42.4178,23.2,94,70,1.76,BR,1742427890
376,kargasok,59.0556,80.8572,0.25,99,100,1.78,RU,1742427891
377,hithadhoo,-0.6,73.0833,27.95,69,92,1.72,MV,1742427893
378,maloye ganyushkino,46.6,49.2667,5.38,64,100,4.62,KZ,1742427894
379,grande prairie,55.1667,-118.8027,4.1,45,75,2.57,CA,1742427895
380,mount gambier,-37.8333,140.7667,25.15,34,93,5.34,AU,1742427897
381,el banco,9.0011,-73.9758,27.54,75,91,1.25,CO,1742427898
382,avola,36.9113,15.1395,11.96,73,39,2.66,IT,1742427899
383,chuhar jamali,24.3895,67.9923,22.9,79,0,4.16,PK,1742427900
384,phan rang-thap cham,11.5667,108.9833,23.85,67,100,4.85,VN,1742427901
385,bereznehuvate,47.3078,32.8499,3.83,73,100,2.42,UA,1742427902
386,gorontalo,0.5412,123.0595,27.22,81,99,0.94,ID,1742427903
387,sunne,59.8376,13.143,0.42,86,50,1.24,SE,1742427905
388,divnomorskoye,44.5011,38.1353,1.22,66,54,4.71,RU,1742427906
389,barinas,8.6226,-70.2075,29.48,60,97,0.66,VE,1742427907
390,namibe,-15.1961,12.1522,23.57,85,87,2.01,AO,1742427908
391,vanimo,-2.6741,141.3028,27.67,84,74,2.31,PG,1742427909
392,chinhoyi,-17.3667,30.2,16.99,93,83,1.73,ZW,1742427911
393,new plymouth,-39.0667,174.0833,21.0,100,10,4.33,NZ,1742427912
394,east ballina,-28.8667,153.5833,22.41,80,100,1.61,AU,1742427913
395,cabo san lucas,22.8909,-109.9124,26.17,50,40,3.09,MX,1742427914
396,muravlenko,63.7898,74.523,-18.05,100,87,3.39,RU,1742427915
397,yuksekova,37.5736,44.2872,4.86,65,75,3.09,TR,1742427916
398,manuguru,17.981,80.7547,22.24,94,0,2.02,IN,1742427917
399,mata-utu,-13.2816,-176.1745,28.64,75,87,5.37,WF,1742427918
400,cidreira,-30.1811,-50.2056,22.28,76,0,2.71,BR,1742427920
401,rabigh,22.7986,39.0349,27.09,49,0,2.0,SA,1742427921
402,luderitz,-26.6481,15.1594,22.44,83,100,4.64,,1742427922
403,carutapera,-1.195,-46.02,24.27,95,99,2.92,BR,1742427923
404,yeppoon,-23.1333,150.7333,24.65,83,100,4.71,AU,1742427925
405,lazaro cardenas,17.9583,-102.2,26.96,59,60,5.55,MX,1742427926
406,papao,-17.75,-149.55,29.82,74,10,3.02,PF,1742427927
407,boa vista,2.8197,-60.6733,29.99,58,40,5.14,BR,1742427756
408,al ghayzah,16.2079,52.176,24.09,77,36,1.86,YE,1742427929
409,zhanaozen,43.3,52.8,8.39,85,40,5.53,KZ,1742427930
410,puerto eldorado,-26.4084,-54.6946,22.73,34,0,0.73,AR,1742427931
411,mugia,43.1041,-9.2179,13.84,57,100,8.55,ES,1742427933
412,tolanaro,-25.0319,46.9987,22.85,85,91,5.7,MG,1742427934
413,datong,40.0936,113.2914,3.54,28,0,1.39,CN,1742427935
414,zeya,53.75,127.2667,-1.96,94,100,0.33,RU,1742427936
415,lospalos,-8.5186,127.0025,25.38,88,99,3.61,TL,1742427937
416,yueyang,29.3333,113.0919,13.45,52,3,1.98,CN,1742427938
417,den burg,53.0542,4.7972,5.99,75,8,0.51,NL,1742427939
418,rabak,13.1809,32.74,28.91,15,13,4.66,SD,1742427941
419,jiangyou,31.7667,104.7167,9.33,74,100,0.69,CN,1742427942
420,flying fish cove,-10.4217,105.6791,26.82,94,100,4.12,CX,1742427943
421,los lunas,34.8062,-106.7334,11.09,10,0,4.47,US,1742427944
422,carbonear,47.7332,-53.2148,0.08,95,95,6.11,CA,1742427945
423,san patricio,28.017,-97.5169,29.97,18,10,4.58,US,1742427947
424,beloyarskiy,63.7119,66.6722,-9.11,92,24,3.78,RU,1742427948
425,tsuyama,35.05,134.0,5.69,52,0,2.02,JP,1742427949
426,princeville,45.7668,-61.2985,0.35,93,75,1.54,CA,1742427950
427,inarajan village,13.2736,144.7484,29.66,82,81,7.22,GU,1742427951
428,alice springs,-23.7,133.8833,30.75,42,99,4.12,AU,1742427952
429,ocean city,39.2776,-74.5746,9.1,78,69,0.45,US,1742427953
430,northam,51.0333,-4.2167,8.56,90,50,3.06,GB,1742427955
431,pama,11.2497,0.7075,30.91,26,99,1.15,BF,1742427956
432,grand island,40.925,-98.342,2.23,71,0,10.8,US,1742427957
433,quang ngai,15.1167,108.8,18.67,84,100,2.01,VN,1742427958
434,mahenge,-8.6833,36.7167,18.46,90,86,1.05,TZ,1742427959
435,bolobo,-2.1667,16.2333,22.81,86,86,1.04,CD,1742427960
436,acapulco de juarez,16.8634,-99.8901,28.9,70,0,6.17,MX,1742427865
437,pavlodar,52.3,76.95,-1.11,80,0,5.0,KZ,1742427962
438,binzhou,37.3667,118.0167,10.11,32,0,5.06,CN,1742427964
439,joshimath,30.5667,79.5667,1.79,48,0,5.09,IN,1742427965
440,feijo,-8.1642,-70.3536,23.69,96,88,0.79,BR,1742427966
441,casablanca,33.5928,-7.6192,16.85,77,86,0.45,MA,1742427484
442,yorkton,51.2167,-102.4677,-0.09,64,0,3.6,CA,1742427952
443,tete,-16.1564,33.5867,22.05,100,20,0.0,MZ,1742427970
444,kudymkar,59.0173,54.656,-6.43,87,85,5.37,RU,1742427971
445,mossel bay,-34.1831,22.146,20.7,77,56,2.13,ZA,1742427729
446,anahuac,27.2333,-100.15,25.65,9,43,6.54,MX,1742427973
447,fedorovskiy,45.0972,40.9517,0.67,84,100,2.69,RU,1742427975
448,taroa,8.7058,171.2275,26.91,82,87,9.66,MH,1742427976
449,acarau,-2.8856,-40.12,25.51,85,57,3.24,BR,1742427977
450,tobol'sk,58.2,68.2667,-8.88,99,100,0.33,RU,1742427978
451,khadan khak,30.7477,67.7085,10.14,40,10,0.48,PK,1742427979
452,kapa'a,22.0752,-159.319,25.18,84,75,7.72,US,1742427980
453,ubari,26.5921,12.7805,23.39,20,24,7.55,LY,1742427981
454,el calafate,-50.3408,-72.2768,7.64,79,8,9.56,AR,1742427982
455,castelli,-25.9468,-60.6195,26.88,30,0,1.74,AR,1742427984
456,gouyave,12.1646,-61.7296,26.67,79,65,6.4,GD,1742427985
457,leninskoye,41.7589,69.3864,11.53,28,0,2.19,KZ,1742427986
458,ladan,50.5196,32.5818,1.84,84,96,3.75,UA,1742427987
459,riyadh,24.6877,46.7219,24.59,23,26,5.14,SA,1742427900
460,jerseyville,39.12,-90.3285,11.35,63,46,10.01,US,1742427990
461,aktau,43.65,51.2,8.32,84,100,6.44,KZ,1742427991
462,hauterive,46.0901,3.4459,6.1,78,23,2.6,FR,1742427992
463,nishinoomote,30.7333,131.0,10.31,61,75,6.17,JP,1742427993
464,sohag,26.557,31.6948,17.65,54,11,7.61,EG,1742427994
465,sandersville,32.9815,-82.8101,17.69,48,91,3.06,US,1742427996
466,segovia,41.1667,-4.0,9.06,77,89,9.18,ES,1742427997
467,wuwei,37.9281,102.6414,2.16,31,5,1.51,CN,1742427998
468,shimoda,34.6667,138.95,8.21,50,0,6.84,JP,1742427763
469,huai khot,15.2909,99.6166,23.38,47,37,0.35,TH,1742428000
470,alo,6.5486,4.2686,27.49,83,97,4.14,NG,1742428002
471,inhambane,-23.865,35.3833,23.19,84,43,3.63,MZ,1742428003
472,wotho,10.1657,166.0102,27.04,79,74,8.75,MH,1742428004
473,roma,43.2128,-75.4557,21.08,21,0,5.14,US,1742428005
474,ishigaki,24.3448,124.1572,15.07,55,20,4.12,JP,1742428006
475,tofol,5.3248,163.0078,28.88,79,100,3.6,FM,1742428007
476,issa,53.8705,44.8578,-1.85,93,33,6.33,RU,1742428008
477,saskatoon,52.1168,-106.6345,0.99,74,40,4.63,CA,1742427697
478,mindelo,16.8901,-24.9804,20.75,64,20,12.35,CV,1742428011
479,pacific grove,36.6177,-121.9166,13.53,80,98,2.68,US,1742428012
480,corbu,44.3833,28.65,2.85,75,0,3.6,RO,1742428013
481,indapur,18.3,73.25,22.94,53,0,1.72,IN,1742428014
482,praia da vitoria,38.7333,-27.0667,13.14,76,20,9.83,PT,1742428015
483,boguchany,58.3814,97.4531,0.35,99,100,1.53,RU,1742428016
484,dayr al balah,31.4166,34.3452,15.23,61,75,12.04,PS,1742427833
485,tukrah,32.5341,20.5791,11.87,59,0,8.38,LY,1742428019
486,yarmouth,41.7057,-70.2286,4.45,95,100,3.6,US,1742428020
487,stephenville,32.2207,-98.2023,15.07,29,0,11.32,US,1742428021
488,sao gabriel da cachoeira,-0.1303,-67.0892,23.3,99,92,1.35,BR,1742428022
489,turaif,31.6725,38.6637,12.14,47,0,5.14,SA,1742428023
490,tual,-5.6667,132.75,27.82,80,95,6.89,ID,1742428025
491,abancay,-13.6339,-72.8814,15.3,91,72,2.1,PE,1742428026
492,capo d'orlando,38.1435,14.7305,10.78,73,0,1.38,IT,1742428027
493,zemio,5.0314,25.1361,22.46,74,100,2.12,CF,1742428028
494,progreso,21.2833,-89.6667,24.67,74,4,6.01,MX,1742428029
495,kavaratti,10.5669,72.642,28.02,78,24,2.57,IN,1742428030
496,sechura,-5.5569,-80.8222,24.35,70,100,6.57,PE,1742428029
497,antsiranana,-12.2787,49.2917,25.05,85,87,4.08,MG,1742428033
498,revda,56.801,59.9303,-5.31,97,100,2.11,RU,1742428034
499,svetlyy,54.675,20.1347,2.31,77,0,3.44,RU,1742428035
500,ponot,8.452,123.0222,26.45,89,89,4.05,PH,1742428036
501,urangan,-25.3,152.9,25.73,74,90,5.11,AU,1742428038
502,north ward,-19.2454,146.8075,25.95,94,100,4.63,AU,1742428039
503,samraong,12.4526,105.5873,22.94,58,92,3.68,KH,1742428040
504,daru,-9.0763,143.2092,27.55,82,100,1.79,PG,1742428041
505,petal,31.3466,-89.2601,26.29,49,75,6.69,US,1742427857
506,ust-kamenogorsk,49.9789,82.6103,-7.04,93,13,2.0,KZ,1742428043
507,nova sintra,14.8667,-24.7167,20.99,81,0,11.52,CV,1742428044
508,horta,38.5333,-28.6333,13.9,83,75,7.15,PT,1742428045
509,el abiodh sidi cheikh,32.893,0.5484,15.12,21,43,3.2,DZ,1742428047
510,lerwick,60.1545,-1.1494,6.62,83,100,5.49,GB,1742428048
511,guaruja,-23.9931,-46.2564,23.77,26,39,3.13,BR,1742427808
512,ocos,14.5094,-92.1933,28.5,68,23,4.75,GT,1742428050
513,belyy yar,53.6039,91.3903,0.94,100,0,0.0,RU,1742428051
514,chonchi,-42.6128,-73.8092,16.18,99,99,1.25,CL,1742428052
515,maracaju,-21.6144,-55.1683,25.93,48,13,0.27,BR,1742428053
516,ciudad lazaro cardenas,17.9583,-102.2,26.96,59,60,5.55,MX,1742427958
517,monze,-16.2833,27.4833,15.38,93,33,1.21,ZM,1742428056
518,butembo,0.15,29.2833,13.21,98,99,0.65,CD,1742428057
519,kansipati,6.0011,121.2344,27.7,79,87,1.56,PH,1742428058
520,mao,39.8885,4.2658,14.31,94,75,6.17,ES,1742428059
521,le port,-20.9373,55.2919,24.98,77,95,0.76,RE,1742427891
522,gstaad,46.4721,7.2869,3.48,85,24,2.36,CH,1742428062
523,avsallar,36.616,31.7806,6.89,45,41,5.88,TR,1742428063
524,kilju,40.9642,129.3278,5.77,39,28,1.03,KP,1742428064
525,priargunsk,50.3691,119.1012,-3.51,89,42,2.91,RU,1742428065
526,turpan,42.9333,89.1667,9.24,16,0,1.82,CN,1742428066
527,essaouira,31.5125,-9.77,17.72,63,83,6.17,MA,1742428067
528,haag in oberbayern,48.1667,12.1833,0.15,95,0,1.06,DE,1742428068
529,malango,-2.9627,119.9001,21.14,93,100,1.13,ID,1742428070
530,pryamitsyno,51.6561,35.9314,2.3,90,95,4.13,RU,1742428071
531,jiujiang,29.7333,115.9833,13.71,42,23,1.89,CN,1742428072
532,ismayilli,40.779,48.1638,8.38,98,100,2.14,AZ,1742428073
533,rajapur,25.3833,81.15,20.45,39,30,0.34,IN,1742428074
534,tvoroyri,61.5556,-6.8111,6.71,80,43,3.94,FO,1742428075
535,sinabang,2.4803,96.3801,25.87,84,52,1.29,ID,1742428076
536,san fernando del valle de catamarca,-28.4696,-65.7852,23.0,37,10,7.45,AR,1742427805
537,plettenberg bay,-34.0527,23.3716,22.32,55,1,1.48,ZA,1742427874
538,alva,56.1528,-3.8051,-0.55,76,21,1.35,GB,1742428080
539,alotau,-10.3069,150.4462,31.05,62,81,2.45,PG,1742428081
540,kalix,65.853,23.1565,-11.43,88,51,2.82,SE,1742428082
541,rongelap,11.1635,166.8941,27.05,80,67,9.1,MH,1742428083
542,richmond,37.5538,-77.4603,21.1,37,100,5.66,US,1742427313
543,grants pass,42.439,-123.3284,13.38,47,100,4.12,US,1742428085
544,opuwo,-18.0607,13.84,19.46,93,96,1.99,,1742428087
545,zouerate,22.7187,-12.4521,20.73,27,0,6.47,MR,1742428088
546,waingapu,-9.6567,120.2641,27.05,79,79,3.4,ID,1742428089
547,kalawit,8.0667,122.5167,26.0,88,84,1.73,PH,1742428090
548,trang,7.5,99.5,24.97,94,20,1.03,TH,1742428083
549,gummi,12.1436,5.1081,28.49,7,100,4.27,NG,1742428093
550,soc trang,9.6033,105.98,25.23,75,99,2.29,VN,1742428094
551,bohuslav,49.5494,30.8744,1.6,81,78,3.05,UA,1742428095
552,liberal,37.0431,-100.921,7.08,45,75,11.83,US,1742428096
553,bonthe,7.5264,-12.505,24.67,92,95,0.36,SL,1742428097
554,basoko,1.2391,23.616,21.18,93,86,1.69,CD,1742428098
555,meadow lake,34.8014,-106.5436,9.88,10,0,9.38,US,1742428100
556,santana,-0.0583,-51.1817,28.1,83,0,3.09,BR,1742428101
557,hammerfest,70.6634,23.6821,-3.75,74,20,8.23,NO,1742428036
558,vikulovo,56.8167,70.6107,0.03,99,100,1.23,RU,1742428103
559,kununurra,-15.7667,128.7333,28.99,89,75,1.54,AU,1742428104
560,cururupu,-1.8283,-44.8683,22.86,99,45,0.56,BR,1742428105
561,hilo,19.7297,-155.09,23.86,90,100,1.34,US,1742427875
562,miracema do tocantins,-9.5618,-48.3967,24.56,88,96,0.7,BR,1742428107
563,benghazi,32.1167,20.0667,12.53,56,0,7.86,LY,1742428109
564,swakopmund,-22.6833,14.5333,19.65,98,100,5.42,,1742428110
565,ad dabbah,18.05,30.95,26.8,17,0,7.93,SD,1742428111
566,munnar,10.1,77.0667,13.81,94,42,2.16,IN,1742428112
567,chos malal,-37.3781,-70.2709,20.91,15,2,0.85,AR,1742428113
568,santa cruz,-17.8,-63.1667,27.03,69,40,3.09,BO,1742428076
569,nuevo arraijan,8.9167,-79.7167,29.97,54,0,6.69,PA,1742428115
570,bulgan,48.8125,103.5347,0.52,49,12,2.2,MN,1742428117
571,nchelenge,-9.3451,28.734,20.59,92,100,2.55,ZM,1742428118
572,pierre,44.3683,-100.351,6.51,33,0,8.23,US,1742428119
573,babylon,40.6957,-73.3257,11.0,69,0,5.66,US,1742427946
